time,BTC_open,BTC_high,BTC_low,BTC_close,BTC_volume,BTC_turnover
2023-01-07 03:00:00,16942.39,16942.39,16942.39,16945.14,78.719566,1333996.53154692
2023-01-07 04:00:00,16945.14,16945.14,16945.14,16936.01,19.952734,338060.33022845
2023-01-07 05:00:00,16936.01,16936.01,16936.01,16933.5,27.199602,460665.31228039
2023-01-07 06:00:00,16933.5,16933.5,16933.5,16927.15,38.124738,645275.84783809
2023-01-07 07:00:00,16927.15,16927.15,16927.15,16945.07,28.662522,485469.13295625
2023-01-07 08:00:00,16945.07,16945.07,16945.07,16931.85,44.248601,749543.05581414
2023-01-07 09:00:00,16931.85,16931.85,16931.85,16929.15,38.210015,646824.54021395
2023-01-07 10:00:00,16929.15,16929.15,16929.15,16919.26,45.818471,775342.14704017
2023-01-07 11:00:00,16919.26,16919.26,16919.26,16921.83,38.99197,659700.868614
2023-01-07 12:00:00,16921.83,16921.83,16921.83,16916.97,39.842906,673927.21053648
2023-01-07 13:00:00,16916.97,16916.97,16916.97,16917.72,40.6606,688169.40279665
2023-01-07 14:00:00,16917.72,16917.72,16917.72,16935.6,45.690661,773463.90468801
2023-01-07 15:00:00,16935.6,16935.6,16935.6,16938.99,24.023195,406942.56394838
2023-01-07 16:00:00,16938.99,16938.99,16938.99,16920.53,32.835423,555865.55398817
2023-01-07 17:00:00,16920.53,16920.53,16920.53,16931.12,36.923774,624928.19893335
2023-01-07 18:00:00,16931.12,16931.12,16931.12,16936.57,17.122598,289960.55306297
2023-01-07 19:00:00,16936.57,16936.57,16936.57,16942.01,19.833363,335964.68437525
2023-01-07 20:00:00,16942.01,16942.01,16942.01,16942.85,45.050521,763359.76462295
2023-01-07 21:00:00,16942.85,16942.85,16942.85,16939.65,32.84092,556395.65747214
2023-01-07 22:00:00,16939.65,16939.65,16939.65,16938.53,42.894466,726419.96897415
2023-01-07 23:00:00,16938.53,16938.53,16938.53,16942.93,29.115348,493222.47295225
2023-01-08 00:00:00,16942.93,16942.93,16942.93,16924.75,59.837577,1013103.73756337
2023-01-08 01:00:00,16924.75,16924.75,16924.75,16929.09,38.034766,643797.24896484
2023-01-08 02:00:00,16929.09,16929.09,16929.09,16927.42,28.12637,476085.47550486
2023-01-08 03:00:00,16927.42,16927.42,16927.42,16940.71,22.519101,381297.62181952
2023-01-08 04:00:00,16940.71,16940.71,16940.71,16938.4,20.798137,352310.43913148
2023-01-08 05:00:00,16938.4,16938.4,16938.4,16939.99,21.540596,364866.05191663
2023-01-08 06:00:00,16939.99,16939.99,16939.99,16947.91,28.961061,490571.06104031
2023-01-08 07:00:00,16947.91,16947.91,16947.91,16952.31,62.553561,1060119.1983629
2023-01-08 08:00:00,16952.31,16952.31,16952.31,16943.61,23.615764,400270.25128293
2023-01-08 09:00:00,16943.61,16943.61,16943.61,16934.02,77.986841,1321497.86611888
2023-01-08 10:00:00,16934.02,16934.02,16934.02,16939.61,66.767498,1130900.43405486
2023-01-08 11:00:00,16939.61,16939.61,16939.61,16931.02,61.420625,1040432.37854897
2023-01-08 12:00:00,16931.02,16931.02,16931.02,16926.03,22.269467,377000.10009226
2023-01-08 13:00:00,16926.03,16926.03,16926.03,16932.75,31.406925,531662.61287784
2023-01-08 14:00:00,16932.75,16932.75,16932.75,16950.97,63.43896,1074430.47821123
2023-01-08 15:00:00,16950.97,16950.97,16950.97,17000.33,278.661167,4728788.23724361
2023-01-08 16:00:00,17000.33,17000.33,17000.33,16939.89,168.410629,2856315.84750315
2023-01-08 17:00:00,16939.89,16939.89,16939.89,16928.0,77.749799,1316808.53509328
2023-01-08 18:00:00,16928.0,16928.0,16928.0,16928.09,37.417248,633438.86851666
2023-01-08 19:00:00,16928.09,16928.09,16928.09,16930.54,42.651298,722171.75929513
2023-01-08 20:00:00,16930.54,16930.54,16930.54,16966.64,114.950891,1949325.92409107
2023-01-08 21:00:00,16966.64,16966.64,16966.64,16955.34,74.573898,1265412.83589914
2023-01-08 22:00:00,16955.34,16955.34,16955.34,16964.95,66.075874,1120873.77828473
2023-01-08 23:00:00,16964.95,16964.95,16964.95,17126.05,478.271599,8158113.55003713
2023-01-09 00:00:00,17126.05,17126.05,17126.05,17181.74,313.76276,5378808.08557336
2023-01-09 01:00:00,17181.74,17181.74,17181.74,17173.13,248.233912,4264761.65670895
2023-01-09 02:00:00,17173.13,17173.13,17173.13,17186.57,290.252094,4994493.85095019
2023-01-09 03:00:00,17186.57,17186.57,17186.57,17194.64,93.964887,1615577.53947572
2023-01-09 04:00:00,17194.64,17194.64,17194.64,17223.9,202.43338,3485666.14860003
2023-01-09 05:00:00,17223.9,17223.9,17223.9,17203.95,137.332853,2365714.28595151
2023-01-09 06:00:00,17203.95,17203.95,17203.95,17187.77,95.482568,1642375.0533208
2023-01-09 07:00:00,17187.77,17187.77,17187.77,17198.76,93.275583,1604093.5292868
2023-01-09 08:00:00,17198.76,17198.76,17198.76,17195.39,192.268276,3308367.9592415
2023-01-09 09:00:00,17195.39,17195.39,17195.39,17240.07,234.563657,4042886.06029397
2023-01-09 10:00:00,17240.07,17240.07,17240.07,17260.06,180.152635,3109546.3484426
2023-01-09 11:00:00,17260.06,17260.06,17260.06,17240.78,131.147863,2263759.90301181
2023-01-09 12:00:00,17240.78,17240.78,17240.78,17248.97,127.759125,2202990.92093784
2023-01-09 13:00:00,17248.97,17248.97,17248.97,17224.92,234.282302,4040696.05824931
2023-01-09 14:00:00,17224.92,17224.92,17224.92,17261.8,225.611887,3890143.91564024
2023-01-09 15:00:00,17261.8,17261.8,17261.8,17271.42,364.679663,6302588.77212523
2023-01-09 16:00:00,17271.42,17271.42,17271.42,17327.38,317.478476,5497087.58231001
2023-01-09 17:00:00,17327.38,17327.38,17327.38,17356.84,200.827563,3483596.01702439
2023-01-09 18:00:00,17356.84,17356.84,17356.84,17345.18,265.083095,4601820.18006233
2023-01-09 19:00:00,17345.18,17345.18,17345.18,17294.17,168.624431,2921670.3198165
2023-01-09 20:00:00,17294.17,17294.17,17294.17,17218.13,300.166675,5174315.5796554
2023-01-09 21:00:00,17218.13,17218.13,17218.13,17179.13,182.014153,3131457.62734222
2023-01-09 22:00:00,17179.13,17179.13,17179.13,17203.1,106.155426,1825613.09097402
2023-01-09 23:00:00,17203.1,17203.1,17203.1,17180.77,161.183745,2768161.84570015
2023-01-10 00:00:00,17180.77,17180.77,17180.77,17216.87,100.429607,1727218.38454516
2023-01-10 01:00:00,17216.87,17216.87,17216.87,17194.2,120.96715,2081756.99925351
2023-01-10 02:00:00,17194.2,17194.2,17194.2,17181.74,130.438738,2241128.91089533
2023-01-10 03:00:00,17181.74,17181.74,17181.74,17205.05,73.454722,1262844.98233579
2023-01-10 04:00:00,17205.05,17205.05,17205.05,17218.8,76.984364,1324585.34834199
2023-01-10 05:00:00,17218.8,17218.8,17218.8,17229.83,93.34222,1607164.59563068
2023-01-10 06:00:00,17229.83,17229.83,17229.83,17203.97,134.223666,2309738.11909321
2023-01-10 07:00:00,17203.97,17203.97,17203.97,17201.04,58.555106,1007182.82989326
2023-01-10 08:00:00,17201.04,17201.04,17201.04,17256.23,185.150292,3191722.75400843
2023-01-10 09:00:00,17256.23,17256.23,17256.23,17248.68,134.731585,2325193.30134298
2023-01-10 10:00:00,17248.68,17248.68,17248.68,17272.45,102.55236,1769575.23516675
2023-01-10 11:00:00,17272.45,17272.45,17272.45,17255.16,88.367352,1525838.04900507
2023-01-10 12:00:00,17255.16,17255.16,17255.16,17222.92,135.003287,2327117.82629335
2023-01-10 13:00:00,17222.92,17222.92,17222.92,17245.88,144.827598,2495747.12733848
2023-01-10 14:00:00,17245.88,17245.88,17245.88,17285.94,372.727611,6438021.92181882
2023-01-10 15:00:00,17285.94,17285.94,17285.94,17323.76,331.7723,5745007.91279557
2023-01-10 16:00:00,17323.76,17323.76,17323.76,17303.67,198.977372,3445097.57227886
2023-01-10 17:00:00,17303.67,17303.67,17303.67,17324.8,103.707905,1795455.79799663
2023-01-10 18:00:00,17324.8,17324.8,17324.8,17429.85,287.69794,5004047.52381045
2023-01-10 19:00:00,17429.85,17429.85,17429.85,17429.09,192.919344,3362287.31211278
2023-01-10 20:00:00,17429.09,17429.09,17429.09,17476.86,236.492,4128719.82234628
2023-01-10 21:00:00,17476.86,17476.86,17476.86,17465.13,118.084175,2062546.89278688
2023-01-10 22:00:00,17465.13,17465.13,17465.13,17431.04,119.699081,2087363.59650162
2023-01-10 23:00:00,17431.04,17431.04,17431.04,17441.13,132.84565,2315273.51975689
2023-01-11 00:00:00,17441.13,17441.13,17441.13,17464.69,172.769716,3016426.38774681
2023-01-11 01:00:00,17464.69,17464.69,17464.69,17459.64,142.0737,2482056.68619266
2023-01-11 02:00:00,17459.64,17459.64,17459.64,17390.37,133.854483,2332261.55770239
2023-01-11 03:00:00,17390.37,17390.37,17390.37,17416.82,165.725801,2883988.79275932
2023-01-11 04:00:00,17416.82,17416.82,17416.82,17410.77,88.620852,1542982.10376446
2023-01-11 05:00:00,17410.77,17410.77,17410.77,17405.8,79.427641,1383430.75176011
2023-01-11 06:00:00,17405.8,17405.8,17405.8,17435.54,106.448231,1854167.16687411
2023-01-11 07:00:00,17435.54,17435.54,17435.54,17447.04,128.795627,2246609.5984519
2023-01-11 08:00:00,17447.04,17447.04,17447.04,17446.31,94.308618,1643911.81946005
2023-01-11 09:00:00,17446.31,17446.31,17446.31,17442.97,97.975767,1710044.82103543
2023-01-11 10:00:00,17442.97,17442.97,17442.97,17438.26,77.721436,1356122.35268048
2023-01-11 11:00:00,17438.26,17438.26,17438.26,17437.83,61.392099,1070574.73098142
2023-01-11 12:00:00,17437.83,17437.83,17437.83,17420.33,92.908691,1618366.77199226
2023-01-11 13:00:00,17420.33,17420.33,17420.33,17412.62,118.77772,2067769.06738873
2023-01-11 14:00:00,17412.62,17412.62,17412.62,17411.04,271.991111,4734194.61298096
2023-01-11 15:00:00,17411.04,17411.04,17411.04,17332.2,541.767107,9411805.99280325
2023-01-11 16:00:00,17332.2,17332.2,17332.2,17345.85,179.950353,3121500.48567115
2023-01-11 17:00:00,17345.85,17345.85,17345.85,17380.26,83.35912,1448413.74919877
2023-01-11 18:00:00,17380.26,17380.26,17380.26,17483.23,419.676417,7335550.77370159
2023-01-11 19:00:00,17483.23,17483.23,17483.23,17546.11,224.043071,3925008.87663532
2023-01-11 20:00:00,17546.11,17546.11,17546.11,17549.8,225.411239,3952502.38477745
2023-01-11 21:00:00,17549.8,17549.8,17549.8,17552.46,118.573948,2080756.96966361
2023-01-11 22:00:00,17552.46,17552.46,17552.46,17557.12,200.256099,3515414.28600974
2023-01-11 23:00:00,17557.12,17557.12,17557.12,17936.61,1062.966735,18932125.17056661
2023-01-12 00:00:00,17936.61,17936.61,17936.61,18252.18,875.772069,15800719.76619232
2023-01-12 01:00:00,18252.18,18252.18,18252.18,18223.52,661.620795,12040602.26506102
2023-01-12 02:00:00,18223.52,18223.52,18223.52,18199.1,491.595262,8976050.42100909
2023-01-12 03:00:00,18199.1,18199.1,18199.1,18221.43,172.792866,3147687.49368022
2023-01-12 04:00:00,18221.43,18221.43,18221.43,18211.11,109.742025,1998724.44056749
2023-01-12 05:00:00,18211.11,18211.11,18211.11,18080.92,287.244311,5214283.25650088
2023-01-12 06:00:00,18080.92,18080.92,18080.92,18142.08,165.736229,3003573.437284
2023-01-12 07:00:00,18142.08,18142.08,18142.08,18138.56,178.876671,3246118.19946506
2023-01-12 08:00:00,18138.56,18138.56,18138.56,18143.3,181.163764,3281301.11440174
2023-01-12 09:00:00,18143.3,18143.3,18143.3,18162.18,168.844029,3064266.94974084
2023-01-12 10:00:00,18162.18,18162.18,18162.18,18180.6,167.770896,3049224.33005592
2023-01-12 11:00:00,18180.6,18180.6,18180.6,18201.99,133.403538,2426121.75689514
2023-01-12 12:00:00,18201.99,18201.99,18201.99,18265.96,262.633014,4786074.27654431
2023-01-12 13:00:00,18265.96,18265.96,18265.96,18283.31,1555.203414,28268496.41933612
2023-01-12 14:00:00,18283.31,18283.31,18283.31,18002.01,821.177278,14880015.64566368
2023-01-12 15:00:00,18002.01,18002.01,18002.01,18090.0,361.868097,6546370.54320875
2023-01-12 16:00:00,18090.0,18090.0,18090.0,18132.24,267.447642,4841422.7819351
2023-01-12 17:00:00,18132.24,18132.24,18132.24,18834.72,1438.205254,26716032.52337083
2023-01-12 18:00:00,18834.72,18834.72,18834.72,18791.38,888.581993,16698794.04615498
2023-01-12 19:00:00,18791.38,18791.38,18791.38,18879.99,563.103925,10637554.4447037
2023-01-12 20:00:00,18879.99,18879.99,18879.99,19049.43,394.481169,7469140.46639812
2023-01-12 21:00:00,19049.43,19049.43,19049.43,18823.14,665.837147,12558842.89699638
2023-01-12 22:00:00,18823.14,18823.14,18823.14,18909.83,216.981573,4087782.79941004
2023-01-12 23:00:00,18909.83,18909.83,18909.83,18845.82,170.188975,3212543.02493664
2023-01-13 00:00:00,18845.82,18845.82,18845.82,18770.25,345.525801,6494110.78970612
2023-01-13 01:00:00,18770.25,18770.25,18770.25,18804.91,143.862458,2701916.84928437
2023-01-13 02:00:00,18804.91,18804.91,18804.91,18832.77,134.951501,2538608.20450295
2023-01-13 03:00:00,18832.77,18832.77,18832.77,18878.56,171.467183,3230954.82080842
2023-01-13 04:00:00,18878.56,18878.56,18878.56,18824.01,111.730408,2107324.45925851
2023-01-13 05:00:00,18824.01,18824.01,18824.01,18786.05,118.321218,2225864.174384
2023-01-13 06:00:00,18786.05,18786.05,18786.05,18853.76,117.123362,2204775.04107526
2023-01-13 07:00:00,18853.76,18853.76,18853.76,18821.62,162.82798,3064855.63203843
2023-01-13 08:00:00,18821.62,18821.62,18821.62,18834.49,164.590906,3099636.06809907
2023-01-13 09:00:00,18834.49,18834.49,18834.49,18907.55,259.983107,4909484.4921391
2023-01-13 10:00:00,18907.55,18907.55,18907.55,19043.66,437.434619,8296751.33967276
2023-01-13 11:00:00,19043.66,19043.66,19043.66,18922.95,360.078952,6828056.6630757
2023-01-13 12:00:00,18922.95,18922.95,18922.95,18860.0,255.236252,4820345.59704478
2023-01-13 13:00:00,18860.0,18860.0,18860.0,18848.96,253.904689,4790426.23182765
2023-01-13 14:00:00,18848.96,18848.96,18848.96,18995.87,552.451031,10481787.36468112
