time,BTC_open,BTC_high,BTC_low,BTC_close,BTC_volume,BTC_turnover
2023-01-01 00:00:00,16541.8,16541.8,16541.8,16529.01,76.462545,1263787.8153963
2023-01-01 01:00:00,16529.01,16529.01,16529.01,16551.38,43.38816,717544.41354795
2023-01-01 02:00:00,16551.38,16551.38,16551.38,16547.56,34.393567,569144.82952492
2023-01-01 03:00:00,16547.56,16547.56,16547.56,16533.2,36.321699,600411.31780563
2023-01-01 04:00:00,16533.2,16533.2,16533.2,16521.42,41.125766,679542.83769617
2023-01-01 05:00:00,16521.42,16521.42,16521.42,16530.1,32.405946,535398.42373669
2023-01-01 06:00:00,16530.1,16530.1,16530.1,16538.19,30.968547,512227.4017089
2023-01-01 07:00:00,16538.19,16538.19,16538.19,16525.2,113.357825,1872500.79533742
2023-01-01 08:00:00,16525.2,16525.2,16525.2,16513.86,56.835204,938823.5290041
2023-01-01 09:00:00,16513.86,16513.86,16513.86,16537.52,46.099953,761685.22008538
2023-01-01 10:00:00,16537.52,16537.52,16537.52,16550.5,57.431614,950041.97366687
2023-01-01 11:00:00,16550.5,16550.5,16550.5,16556.11,33.875597,560658.78195691
2023-01-01 12:00:00,16556.11,16556.11,16556.11,16561.85,57.047831,944799.7203744
2023-01-01 13:00:00,16561.85,16561.85,16561.85,16547.93,55.428851,917533.19058639
2023-01-01 14:00:00,16547.93,16547.93,16547.93,16541.28,97.906114,1620328.53514881
2023-01-01 15:00:00,16541.28,16541.28,16541.28,16557.31,38.990104,645049.40371713
2023-01-01 16:00:00,16557.31,16557.31,16557.31,16564.06,77.85277,1289931.92242042
2023-01-01 17:00:00,16564.06,16564.06,16564.06,16580.4,119.002004,1973300.3248889
2023-01-01 18:00:00,16580.4,16580.4,16580.4,16590.41,94.496853,1568134.14628813
2023-01-01 19:00:00,16590.41,16590.41,16590.41,16603.47,81.312041,1350388.46078431
2023-01-01 20:00:00,16603.47,16603.47,16603.47,16601.82,55.706021,925394.32653461
2023-01-01 21:00:00,16601.82,16601.82,16601.82,16607.6,40.400861,670690.72543541
2023-01-01 22:00:00,16607.6,16607.6,16607.6,16602.14,63.024901,1046105.41976282
2023-01-01 23:00:00,16602.14,16602.14,16602.14,16616.03,97.488646,1619362.13728719
2023-01-02 00:00:00,16616.03,16616.03,16616.03,16588.73,69.453658,1153181.21778202
2023-01-02 01:00:00,16588.73,16588.73,16588.73,16563.28,166.943799,2765510.48757333
2023-01-02 02:00:00,16563.28,16563.28,16563.28,16587.37,55.621173,921953.46380854
2023-01-02 03:00:00,16587.37,16587.37,16587.37,16661.5,207.109597,3448364.97893179
2023-01-02 04:00:00,16661.5,16661.5,16661.5,16641.67,101.028429,1682003.51854746
2023-01-02 05:00:00,16641.67,16641.67,16641.67,16646.97,89.018122,1481021.23119328
2023-01-02 06:00:00,16646.97,16646.97,16646.97,16641.33,52.355648,871451.52192696
2023-01-02 07:00:00,16641.33,16641.33,16641.33,16721.64,453.287923,7578417.22176672
2023-01-02 08:00:00,16721.64,16721.64,16721.64,16732.95,228.708208,3828389.40245641
2023-01-02 09:00:00,16732.95,16732.95,16732.95,16714.69,118.428112,1980859.58974527
2023-01-02 10:00:00,16714.69,16714.69,16714.69,16726.74,153.865001,2574555.66498536
2023-01-02 11:00:00,16726.74,16726.74,16726.74,16735.42,96.351339,1611212.63446223
2023-01-02 12:00:00,16735.42,16735.42,16735.42,16721.68,84.085449,1407114.46195591
2023-01-02 13:00:00,16721.68,16721.68,16721.68,16693.09,120.363183,2010547.58658957
2023-01-02 14:00:00,16693.09,16693.09,16693.09,16699.25,134.936933,2252551.0288672
2023-01-02 15:00:00,16699.25,16699.25,16699.25,16735.39,199.436513,3335141.82228599
2023-01-02 16:00:00,16735.39,16735.39,16735.39,16710.73,107.17761,1793025.56609669
2023-01-02 17:00:00,16710.73,16710.73,16710.73,16714.2,97.264937,1625614.29110146
2023-01-02 18:00:00,16714.2,16714.2,16714.2,16723.16,66.994991,1119883.06327915
2023-01-02 19:00:00,16723.16,16723.16,16723.16,16736.73,80.638294,1348808.95311381
2023-01-02 20:00:00,16736.73,16736.73,16736.73,16728.23,113.262609,1894145.04602968
2023-01-02 21:00:00,16728.23,16728.23,16728.23,16756.48,150.126896,2514525.73930669
2023-01-02 22:00:00,16756.48,16756.48,16756.48,16697.4,184.329604,3082853.20962442
2023-01-02 23:00:00,16697.4,16697.4,16697.4,16675.59,334.805538,5591029.63116393
2023-01-03 00:00:00,16675.59,16675.59,16675.59,16695.64,162.635437,2713217.37243199
2023-01-03 01:00:00,16695.64,16695.64,16695.64,16674.76,183.986236,3067169.924198
2023-01-03 02:00:00,16674.76,16674.76,16674.76,16673.59,79.266804,1322112.68083247
2023-01-03 03:00:00,16673.59,16673.59,16673.59,16692.05,83.155151,1387554.44900993
2023-01-03 04:00:00,16692.05,16692.05,16692.05,16684.6,80.023105,1335565.35842525
2023-01-03 05:00:00,16684.6,16684.6,16684.6,16723.96,107.311281,1792522.66816397
2023-01-03 06:00:00,16723.96,16723.96,16723.96,16724.85,249.792543,4181858.3483044
2023-01-03 07:00:00,16724.85,16724.85,16724.85,16730.71,161.577536,2701586.77203296
2023-01-03 08:00:00,16730.71,16730.71,16730.71,16713.65,194.726295,3255180.25861215
2023-01-03 09:00:00,16713.65,16713.65,16713.65,16740.48,123.435485,2065504.4838843
2023-01-03 10:00:00,16740.48,16740.48,16740.48,16725.07,71.433857,1195530.99019199
2023-01-03 11:00:00,16725.07,16725.07,16725.07,16719.07,74.568505,1247082.87817575
2023-01-03 12:00:00,16719.07,16719.07,16719.07,16709.97,102.752582,1717752.44485682
2023-01-03 13:00:00,16709.97,16709.97,16709.97,16726.26,102.106246,1707816.27163019
2023-01-03 14:00:00,16726.26,16726.26,16726.26,16663.82,377.153752,6304879.36992645
2023-01-03 15:00:00,16663.82,16663.82,16663.82,16678.47,299.354414,4985741.2317474
2023-01-03 16:00:00,16678.47,16678.47,16678.47,16621.52,242.351505,4035981.6214327
2023-01-03 17:00:00,16621.52,16621.52,16621.52,16630.3,212.229617,3528440.17859438
2023-01-03 18:00:00,16630.3,16630.3,16630.3,16645.56,117.402838,1953611.13641939
2023-01-03 19:00:00,16645.56,16645.56,16645.56,16642.39,118.875317,1977936.09584942
2023-01-03 20:00:00,16642.39,16642.39,16642.39,16661.08,156.107665,2600429.71497762
2023-01-03 21:00:00,16661.08,16661.08,16661.08,16661.4,116.674441,1944220.05289293
2023-01-03 22:00:00,16661.4,16661.4,16661.4,16669.7,71.964255,1198657.37708452
2023-01-03 23:00:00,16669.7,16669.7,16669.7,16674.31,68.73621,1146373.64812637
2023-01-04 00:00:00,16674.31,16674.31,16674.31,16658.45,44.44382,740649.21705442
2023-01-04 01:00:00,16658.45,16658.45,16658.45,16702.17,125.155707,2090572.07168723
2023-01-04 02:00:00,16702.17,16702.17,16702.17,16733.23,156.983996,2625987.03833779
2023-01-04 03:00:00,16733.23,16733.23,16733.23,16856.39,449.678493,7555820.19444098
2023-01-04 04:00:00,16856.39,16856.39,16856.39,16860.45,231.470114,3904715.21799294
2023-01-04 05:00:00,16860.45,16860.45,16860.45,16855.96,80.14123,1350367.74902208
2023-01-04 06:00:00,16855.96,16855.96,16855.96,16874.81,107.364477,1809907.64344382
2023-01-04 07:00:00,16874.81,16874.81,16874.81,16872.82,158.696207,2676801.36484469
2023-01-04 08:00:00,16872.82,16872.82,16872.82,16861.7,222.339367,3750252.03897017
2023-01-04 09:00:00,16861.7,16861.7,16861.7,16843.7,134.712995,2270264.8331752
2023-01-04 10:00:00,16843.7,16843.7,16843.7,16843.89,100.444218,1691516.82419967
2023-01-04 11:00:00,16843.89,16843.89,16843.89,16836.33,69.004334,1162418.42279413
2023-01-04 12:00:00,16836.33,16836.33,16836.33,16812.45,111.872378,1882317.74372182
2023-01-04 13:00:00,16812.45,16812.45,16812.45,16826.17,66.258,1114783.49609882
2023-01-04 14:00:00,16826.17,16826.17,16826.17,16829.36,212.204288,3570946.97936875
2023-01-04 15:00:00,16829.36,16829.36,16829.36,16852.25,289.389825,4865562.48081607
2023-01-04 16:00:00,16852.25,16852.25,16852.25,16855.79,299.0653,5042210.97334434
2023-01-04 17:00:00,16855.79,16855.79,16855.79,16891.35,316.259212,5341553.81200409
2023-01-04 18:00:00,16891.35,16891.35,16891.35,16951.08,289.033653,4894091.26300936
2023-01-04 19:00:00,16951.08,16951.08,16951.08,16842.37,388.267706,6549676.3697435
2023-01-04 20:00:00,16842.37,16842.37,16842.37,16805.69,179.094889,3011649.54392528
2023-01-04 21:00:00,16805.69,16805.69,16805.69,16825.88,83.902469,1410991.17978988
2023-01-04 22:00:00,16825.88,16825.88,16825.88,16827.81,65.756745,1106808.00878021
2023-01-04 23:00:00,16827.81,16827.81,16827.81,16852.43,92.618268,1560183.9256193
2023-01-05 00:00:00,16852.43,16852.43,16852.43,16830.02,95.947832,1617427.24842589
2023-01-05 01:00:00,16830.02,16830.02,16830.02,16835.38,98.675357,1660455.53464179
2023-01-05 02:00:00,16835.38,16835.38,16835.38,16836.61,50.23652,845646.25088426
2023-01-05 03:00:00,16836.61,16836.61,16836.61,16825.57,40.466085,681000.92576718
2023-01-05 04:00:00,16825.57,16825.57,16825.57,16836.73,41.573683,699763.00894439
2023-01-05 05:00:00,16836.73,16836.73,16836.73,16843.03,66.639056,1122342.09863719
2023-01-05 06:00:00,16843.03,16843.03,16843.03,16815.94,106.060653,1784082.35129425
2023-01-05 07:00:00,16815.94,16815.94,16815.94,16820.0,85.294445,1433568.35598813
2023-01-05 08:00:00,16820.0,16820.0,16820.0,16807.03,60.612083,1019047.14865923
2023-01-05 09:00:00,16807.03,16807.03,16807.03,16807.27,96.123876,1614812.7590947
2023-01-05 10:00:00,16807.27,16807.27,16807.27,16826.5,70.648068,1188582.83084333
2023-01-05 11:00:00,16826.5,16826.5,16826.5,16832.73,70.169269,1180718.42889024
2023-01-05 12:00:00,16832.73,16832.73,16832.73,16820.76,72.230896,1215303.27696228
2023-01-05 13:00:00,16820.76,16820.76,16820.76,16780.59,195.687195,3288279.38917382
2023-01-05 14:00:00,16780.59,16780.59,16780.59,16828.98,329.191451,5527378.58692784
2023-01-05 15:00:00,16828.98,16828.98,16828.98,16845.36,188.945618,3184168.30332423
2023-01-05 16:00:00,16845.36,16845.36,16845.36,16835.93,154.340751,2598634.33981116
2023-01-05 17:00:00,16835.93,16835.93,16835.93,16814.79,91.508404,1540001.17406086
2023-01-05 18:00:00,16814.79,16814.79,16814.79,16841.53,135.452421,2279589.03429417
2023-01-05 19:00:00,16841.53,16841.53,16841.53,16864.4,128.753641,2169484.39799292
2023-01-05 20:00:00,16864.4,16864.4,16864.4,16858.09,102.450227,1727257.13235403
2023-01-05 21:00:00,16858.09,16858.09,16858.09,16848.37,74.796271,1260204.28053464
2023-01-05 22:00:00,16848.37,16848.37,16848.37,16834.65,49.126651,827526.97801862
2023-01-05 23:00:00,16834.65,16834.65,16834.65,16830.32,83.316632,1402283.89021289
2023-01-06 00:00:00,16830.32,16830.32,16830.32,16859.02,92.635067,1560875.72834615
2023-01-06 01:00:00,16859.02,16859.02,16859.02,16824.98,51.100195,860862.91628619
2023-01-06 02:00:00,16824.98,16824.98,16824.98,16835.45,75.717109,1273782.6643938
2023-01-06 03:00:00,16835.45,16835.45,16835.45,16831.27,97.268877,1637446.42785424
2023-01-06 04:00:00,16831.27,16831.27,16831.27,16822.07,74.088694,1246066.81928949
2023-01-06 05:00:00,16822.07,16822.07,16822.07,16807.85,74.909596,1259032.88084483
2023-01-06 06:00:00,16807.85,16807.85,16807.85,16786.34,89.801124,1508512.06947344
2023-01-06 07:00:00,16786.34,16786.34,16786.34,16792.25,47.721121,801299.94946643
2023-01-06 08:00:00,16792.25,16792.25,16792.25,16801.84,53.931951,906217.18054299
2023-01-06 09:00:00,16801.84,16801.84,16801.84,16789.77,88.768767,1489694.37846222
2023-01-06 10:00:00,16789.77,16789.77,16789.77,16766.71,64.244347,1078485.60626177
2023-01-06 11:00:00,16766.71,16766.71,16766.71,16741.88,252.631531,4229442.57040889
2023-01-06 12:00:00,16741.88,16741.88,16741.88,16731.27,99.280348,1661487.66270159
2023-01-06 13:00:00,16731.27,16731.27,16731.27,16771.97,519.036946,8696703.56333141
2023-01-06 14:00:00,16771.97,16771.97,16771.97,16749.55,166.044951,2782267.91677543
2023-01-06 15:00:00,16749.55,16749.55,16749.55,16842.13,265.776451,4463932.85317393
2023-01-06 16:00:00,16842.13,16842.13,16842.13,16830.0,140.324019,2361499.48291161
2023-01-06 17:00:00,16830.0,16830.0,16830.0,16818.17,64.178396,1079688.45496694
2023-01-06 18:00:00,16818.17,16818.17,16818.17,16848.45,136.346476,2297093.09573427
2023-01-06 19:00:00,16848.45,16848.45,16848.45,16940.0,270.201438,4569739.84035527
2023-01-06 20:00:00,16940.0,16940.0,16940.0,16894.15,357.97089,6073906.85176013
2023-01-06 21:00:00,16894.15,16894.15,16894.15,16926.2,94.231306,1594392.4547394
2023-01-06 22:00:00,16926.2,16926.2,16926.2,16955.73,62.930579,1066367.01305272
2023-01-06 23:00:00,16955.73,16955.73,16955.73,16949.37,88.046863,1493171.50351293
2023-01-07 00:00:00,16949.37,16949.37,16949.37,16973.86,65.882031,1116500.42323309
2023-01-07 01:00:00,16973.86,16973.86,16973.86,16952.43,64.24195,1089593.40358729
2023-01-07 02:00:00,16952.43,16952.43,16952.43,16942.39,33.085415,560681.51466915
