iter	RMSE
0	0.1966902124
1	0.1946417774
2	0.1926231878
3	0.1906912544
4	0.1887565735
5	0.1868468316
6	0.1850853115
7	0.1832890188
8	0.1815795112
9	0.1798319766
10	0.1781416435
11	0.1764897559
12	0.1748306299
13	0.1732438996
14	0.1716937913
15	0.1701874335
16	0.1687091251
17	0.1672684008
18	0.1658149423
19	0.1644206869
20	0.1630451969
21	0.1617090136
22	0.1604137043
23	0.15913345
24	0.157895408
25	0.1566834311
26	0.1555097939
27	0.1540651864
28	0.1529279927
29	0.1515990331
30	0.1505235118
31	0.1494678751
32	0.1483999114
33	0.1471165824
34	0.1458624552
35	0.1448543199
36	0.1436717761
37	0.1425197973
38	0.1413952899
39	0.140310146
40	0.1394291995
41	0.1383765918
42	0.1375310395
43	0.1366544917
44	0.1356685132
45	0.13483411
46	0.1339056221
47	0.1329909928
48	0.1320896709
49	0.1312482522
50	0.1305075034
51	0.1296762928
52	0.1288611954
53	0.1280656519
54	0.1273825362
55	0.1267231701
56	0.1259748781
57	0.1253488765
58	0.1246337614
59	0.1239365316
60	0.1233575362
61	0.1226904379
62	0.12204281
63	0.1214191328
64	0.1208821308
65	0.1202728391
66	0.1197536812
67	0.1192008189
68	0.1186275091
69	0.1181328945
70	0.117584596
71	0.1170341675
72	0.1165896227
73	0.1161326359
74	0.1157040498
75	0.1152056116
76	0.1147063211
77	0.1142178988
78	0.1137485952
79	0.1132856954
80	0.1128326701
81	0.1123978252
82	0.1119843918
83	0.111577606
84	0.1111698095
85	0.1107764123
86	0.1103904868
87	0.1100194934
88	0.1096419828
89	0.1092772329
90	0.1089149843
91	0.1085517246
92	0.108234259
93	0.1078906238
94	0.1075742742
95	0.1072777127
96	0.1069388761
97	0.1066258411
98	0.1063076282
99	0.1059943391
100	0.1056971134
101	0.1054118573
102	0.1051451358
103	0.1048735471
104	0.1046096262
105	0.1043648911
106	0.1041001295
107	0.1038222722
108	0.10358994
109	0.103348112
110	0.1030968444
111	0.102852016
112	0.102601621
113	0.1023652074
114	0.1021333299
115	0.1019008047
116	0.1016757598
117	0.1014629364
118	0.1012388263
119	0.1010226319
120	0.100807316
121	0.1005924613
122	0.1003898881
123	0.1001924739
124	0.09999498038
125	0.09980286105
126	0.09961021412
127	0.09942558995
128	0.09924065705
129	0.09908550386
130	0.09891574248
131	0.09874446078
132	0.09857656578
133	0.09841934767
134	0.09825602026
135	0.09809915798
136	0.09794228227
137	0.09779716876
138	0.09764540295
139	0.09749363473
140	0.09734113435
141	0.09718679034
142	0.09703626223
143	0.09688660606
144	0.09675561433
145	0.0966241239
146	0.09648254122
147	0.09635552324
148	0.09622653601
149	0.09609298584
150	0.09596768069
151	0.09586054373
152	0.09574750376
153	0.09562631329
154	0.0955142069
155	0.09538868897
156	0.09526384626
157	0.0951485817
158	0.09503213219
159	0.09491777897
160	0.09482519776
161	0.09471692867
162	0.09463145352
163	0.09452110657
164	0.09441410623
165	0.09430266441
166	0.09420170404
167	0.09409997418
168	0.09400062824
169	0.09390361521
170	0.0938198833
171	0.09374550848
172	0.09364731722
173	0.09355897053
174	0.09347887529
175	0.09337946335
176	0.09328577146
177	0.09321613334
178	0.09313278611
179	0.0930490447
180	0.09297245245
181	0.09289012441
182	0.09279264459
183	0.09271402256
184	0.09264450465
185	0.09255778164
186	0.09248473402
187	0.09240904979
188	0.09233264098
189	0.09225921486
190	0.09218627718
191	0.09211396898
192	0.09205685651
193	0.09198746222
194	0.09192295841
195	0.09185457437
196	0.09179059845
197	0.09172484293
198	0.09165770616
199	0.09159366771
200	0.09153637923
201	0.09147851137
202	0.09139704517
203	0.09133348197
204	0.09127305355
205	0.09120922772
206	0.09114771665
207	0.09108668606
208	0.09102482184
209	0.09096783841
210	0.09091202233
211	0.09084962536
212	0.09079774129
213	0.09072487844
214	0.09067034068
215	0.09061694721
216	0.09056589157
217	0.09051597939
218	0.0904651121
219	0.09041899841
220	0.09036463109
221	0.09031717153
222	0.09027092157
223	0.09021817152
224	0.0901499049
225	0.09009954362
226	0.09004581426
227	0.08999153176
228	0.08994655692
229	0.08990413674
230	0.08984137534
231	0.08978186469
232	0.08972436421
233	0.0896829846
234	0.08963337375
235	0.0895737067
236	0.08952375873
237	0.08946606085
238	0.08942068851
239	0.08938027831
240	0.08931918704
241	0.0892772359
242	0.0892222653
243	0.0891745896
244	0.08912896074
245	0.08909149997
246	0.08903693676
247	0.08898470344
248	0.08894762523
249	0.08890518867
250	0.08884134039
251	0.08879091945
252	0.08875964536
253	0.08871416697
254	0.08867796285
255	0.08864238764
256	0.08859221158
257	0.08852957676
258	0.08849641861
259	0.0884628159
260	0.08841284485
261	0.08837496063
262	0.08833933276
263	0.08830440892
264	0.08826396386
265	0.0882225792
266	0.08818397876
267	0.08812541213
268	0.08808029675
269	0.08804752798
270	0.08801017832
271	0.08797661967
272	0.08792904204
273	0.0878934
274	0.0878523531
275	0.08781445586
276	0.08778523509
277	0.08774966294
278	0.08771571592
279	0.08767356578
280	0.08763259051
281	0.08760262331
282	0.08754513199
283	0.0875031586
284	0.08745273269
285	0.08742562692
286	0.0873960988
287	0.08735654155
288	0.08732960383
289	0.08730060841
290	0.08726988982
291	0.0872366677
292	0.08718045271
293	0.08712551661
294	0.08709534355
295	0.08707306852
296	0.08702494149
297	0.08698860607
298	0.08694519715
299	0.08691704279
300	0.08688375163
301	0.08683973725
302	0.08681040563
303	0.08675795242
304	0.0867305827
305	0.08670034541
306	0.08665600154
307	0.08662450447
308	0.08658300341
309	0.08655311377
310	0.08650418219
311	0.08647523907
312	0.0864521161
313	0.08642137183
314	0.08639520153
315	0.08636671649
316	0.08634192732
317	0.08630241675
318	0.08627129349
319	0.08623287198
320	0.08618450921
321	0.08613826351
322	0.08610425162
323	0.08607288218
324	0.08602914275
325	0.08600325093
326	0.08597468365
327	0.08593599584
328	0.08589339439
329	0.08584804967
330	0.08582269019
331	0.08578923829
332	0.08576322188
333	0.08572660388
334	0.08569306315
335	0.08564807554
336	0.08562105118
337	0.08559952261
338	0.0855553841
339	0.08551581358
340	0.08547424018
341	0.08542865126
342	0.08539584879
343	0.08537042474
344	0.08534484049
345	0.08531970067
346	0.08529193092
347	0.08525582383
348	0.08522704979
349	0.08520352846
350	0.08518229004
351	0.08516056996
352	0.08514060819
353	0.08510305591
354	0.08508159309
355	0.08505676439
356	0.08503267408
357	0.08500252907
358	0.08496070211
359	0.08492298963
360	0.08488222794
361	0.08486138919
362	0.08481944957
363	0.08480078372
364	0.08475978404
365	0.08473622408
366	0.08469999438
367	0.08467907728
368	0.08464824743
369	0.08460982539
370	0.0845785133
371	0.08453717222
372	0.08451835826
373	0.08449906994
374	0.08446231344
375	0.08442689448
376	0.08438740131
377	0.08434666052
378	0.08431835152
379	0.0842832222
380	0.08424684606
381	0.08421257315
382	0.08417629633
383	0.08415753384
384	0.08412455698
385	0.08409001852
386	0.08405227702
387	0.08402950153
388	0.08399430469
389	0.08396420048
390	0.08392182454
391	0.08388727537
392	0.08385866248
393	0.08383127131
394	0.08381230811
395	0.08377978794
396	0.08374715796
397	0.08372365882
398	0.0837044168
399	0.083685628
400	0.08366819898
401	0.08364358042
402	0.08361698596
403	0.08359992899
404	0.08356677404
405	0.08354626282
406	0.08351696921
407	0.08348217913
408	0.08345376583
409	0.08341982351
410	0.08339539203
411	0.08337281889
412	0.08335194452
413	0.08331296431
414	0.08329019033
415	0.08326587904
416	0.08323019704
417	0.08320750376
418	0.08317953605
419	0.08314995794
420	0.08313226298
421	0.08310878929
422	0.08307572596
423	0.08306196318
424	0.08302875649
425	0.08300499964
426	0.08297704212
427	0.08294655091
428	0.08291535472
429	0.08289460345
430	0.08287670445
431	0.08284381529
432	0.0828251022
433	0.08278639473
434	0.08276884458
435	0.08274079585
436	0.08272618878
437	0.08270261093
438	0.08267097327
439	0.08263548557
440	0.08259941639
441	0.08258313458
442	0.08256664849
443	0.08254209468
444	0.0825166687
445	0.08249726513
446	0.08246643014
447	0.08243906698
448	0.08240965317
449	0.08238861213
450	0.08236306418
451	0.0823494199
452	0.08231768132
453	0.08228648875
454	0.08226201049
455	0.08223976391
456	0.08222156331
457	0.08220209347
458	0.08218020424
459	0.08214548632
460	0.0821282649
461	0.08209569361
462	0.08207928591
463	0.08204696606
464	0.08202392505
465	0.08199803407
466	0.08197462148
467	0.081955606
468	0.08193958546
469	0.08190306083
470	0.08188121066
471	0.0818476853
472	0.08183202363
473	0.08181561642
474	0.08178581006
475	0.08176258164
476	0.08173507752
477	0.08171635592
478	0.08168714166
479	0.08165941716
480	0.08163734065
481	0.08160265054
482	0.08158521236
483	0.08155784546
484	0.08153231216
485	0.08150145686
486	0.08147940299
487	0.0814620749
488	0.08143335432
489	0.08141276124
490	0.08138616175
491	0.08136031
492	0.08133319616
493	0.08130607716
494	0.08128288177
495	0.08126793595
496	0.0812425442
497	0.0812078527
498	0.0811791178
499	0.08114554165
500	0.0811249631
501	0.0810990474
502	0.0810812995
503	0.08106326385
504	0.08104535404
505	0.08103121562
506	0.08101625806
507	0.0809983496
508	0.08097880017
509	0.080952055
510	0.08092542549
511	0.08090340406
512	0.08087128445
513	0.08084816631
514	0.08082188062
515	0.08079585798
516	0.0807799952
517	0.08075701769
518	0.0807324669
519	0.08070723925
520	0.08068114632
521	0.08066533476
522	0.08064074025
523	0.08062266631
524	0.08059753665
525	0.08057763131
526	0.08056218325
527	0.08054805441
528	0.08052250771
529	0.08049856304
530	0.08047961239
531	0.0804598652
532	0.08042979069
533	0.08041638743
534	0.08039859577
535	0.08038346944
536	0.08036250181
537	0.08033700422
538	0.08031921052
539	0.08028955644
540	0.08026266255
541	0.08024014671
542	0.08022433752
543	0.08020145071
544	0.08017947461
545	0.08016079517
546	0.08014770647
547	0.08012310557
548	0.08010954188
549	0.0800868162
550	0.08005848682
551	0.08003945755
552	0.08001288445
553	0.07999110059
554	0.07997796012
555	0.07996248291
556	0.07994056233
557	0.07992194292
558	0.07989371547
559	0.07987115709
560	0.07985687472
561	0.07983406172
562	0.07981300585
563	0.07978613673
564	0.07976555403
565	0.07974880908
566	0.07972629852
567	0.07970116279
568	0.07968679793
569	0.07967336786
570	0.07965254562
571	0.07962715709
572	0.0796074482
573	0.07958401005
574	0.07956927481
575	0.07954222305
576	0.07952483763
577	0.07950512152
578	0.07948649128
579	0.07946810161
580	0.07944468803
581	0.07942250677
582	0.07940738259
583	0.07938500543
584	0.07936573442
585	0.07933949793
586	0.07932098461
587	0.07930376935
588	0.07928958859
589	0.07926343037
590	0.07924547385
591	0.07922855255
592	0.07920403405
593	0.0791777385
594	0.07916341022
595	0.07914679184
596	0.07912826832
597	0.07910514466
598	0.07908063029
599	0.07905794877
600	0.07904380524
601	0.07903062501
602	0.07901057224
603	0.07899268671
